0	1.04384e-07
1	1.47749e-07
2	6.74219e-08
3	1.34351e-07
4	1.85704e-06
5	1.20311e-07
6	4.26446e-08
7	1.8745e-07
8	2.29412e-07
9	6.2662e-09
10	8.61422e-08
11	1.36211e-06
12	2.29681e-06
13	3.26018e-07
14	1.14818e-07
15	9.67402e-07
16	1.56529e-06
17	3.30241e-05
18	0
19	3.6136e-06
20	1.78787e-06
21	3.61727e-07
22	2.14694e-07
23	1.25917e-06
24	1.03568e-05
25	5.99107e-07
26	3.96167e-07
27	5.48394e-07
28	2.1599e-05
29	1.16474e-07
30	1.0373e-06
31	0.000119097
32	7.32292e-08
33	1.78931e-06
34	1.56683e-06
35	6.82918e-07
36	4.36868e-06
37	1.14391e-05
38	6.06322e-07
39	1.37773e-07
40	4.66215e-06
41	4.05878e-07
42	6.81037e-08
43	8.3324e-07
44	1.03775e-06
45	4.80119e-07
46	2.26089e-07
47	6.62907e-08
48	5.27957e-07
49	5.93922e-07
50	3.97144e-07
51	9.7745e-07
52	4.67879e-10
53	6.46832e-10
54	6.37148e-07
55	1.28297e-06
56	2.10613e-06
57	3.07547e-06
58	1.21409e-06
59	6.35003e-07
60	0
61	1.83745e-08
62	2.09115e-07
63	1.88462e-08
64	3.27321e-06
65	5.87583e-08
66	5.585e-07
67	1.36894e-07
68	4.1108e-07
69	6.67956e-08
70	1.36468e-07
71	1.35845e-06
72	5.97123e-06
73	3.49631e-07
74	7.18658e-08
75	1.29474e-07
76	3.9259e-08
77	1.87514e-06
78	6.38394e-08
79	5.12707e-06
80	6.59112e-08
81	5.31705e-07
82	3.46155e-07
83	1.43505e-07
84	2.02572e-06
85	1.16214e-07
86	2.09318e-07
87	3.7961e-08
88	1.54367e-07
89	6.47757e-09
90	8.42387e-07
91	2.72228e-08
92	2.33521e-08
93	8.71438e-07
94	6.80295e-07
95	4.42979e-08
96	1.53665e-07
97	6.04972e-08
98	1.41005e-06
99	1.73967e-07
100	8.29684e-07
101	5.76919e-08
102	2.14203e-06
103	5.02378e-06
104	8.31007e-08
105	1.67908e-07
106	4.3485e-07
107	2.1612e-06
108	1.44645e-07
109	0.000170571
110	2.2264e-05
111	1.90877e-05
112	8.70321e-07
113	8.62624e-07
114	9.31289e-08
115	9.73877e-07
116	1.595e-05
117	9.7225e-07
