0	0	1	1
0	0.015625	1	1.00688
0	0.03125	1	1.00688
0	0.046875	1	1.00688
0	0.0625	1	1.00688
0	0.078125	1	1.00688
0	0.09375	1	1.00688
0	0.109375	1	1.00688
0	0.125	1	1.00688
0	0.140625	1	1.00688
0	0.15625	1	1.00688
0	0.171875	1	1.00688
0	0.1875	1	1.00688
0	0.203125	1	1.00688
0	0.21875	1	1.00688
0	0.234375	1	1.00688
0	0.25	1	1.00688
0	0.265625	1	1.00688
0	0.28125	1	1.00688
0	0.296875	1	1.00688
0	0.3125	1	1.00688
0	0.328125	1	1.00688
0	0.34375	1	1.00688
0	0.359375	1	1.00688
0	0.375	1	1.00688
0	0.390625	1	1.00688
0	0.40625	1	1.00688
0	0.421875	1	1.00688
0	0.4375	1	1.00688
0	0.453125	1	1.00688
0	0.46875	1	1.00688
0	0.484375	1	1.00688
0	0.5	1	1.00688
0	0.515625	1	1.00688
0	0.53125	1	1.00688
0	0.546875	1	1.00688
0	0.5625	1	1.00688
0	0.578125	1	1.00688
0	0.59375	1	1.00688
0	0.609375	1	1.00688
0	0.625	1	1.00688
0	0.640625	1	1.00688
0	0.65625	1	1.00688
0	0.671875	1	1.00688
0	0.6875	1	1.00688
0	0.703125	1	1.00688
0	0.71875	1	1.00688
0	0.734375	1	1.00688
0	0.75	1	1.00688
0	0.765625	1	1.00688
0	0.78125	1	1.00688
0	0.796875	1	1.00688
0	0.8125	1	1.00688
0	0.828125	1	1.00688
0	0.84375	1	1.00688
0	0.859375	1	1.00688
0	0.875	1	1.00688
0	0.890625	1	1.00688
0	0.90625	1	1.00688
0	0.921875	1	1.00688
0	0.9375	1	1.00688
0	0.953125	1	1.00688
0	0.96875	1	1.00688
0	0.984375	1	1.00688
0	1	1	1.00688

0.015625	0	1	1.00059
0.015625	0.015625	1	1.01408
0.015625	0.03125	1	1.02157
0.015625	0.046875	1	1.02157
0.015625	0.0625	1	1.02157
0.015625	0.078125	1	1.02157
0.015625	0.09375	1	1.02157
0.015625	0.109375	1	1.02157
0.015625	0.125	1	1.02157
0.015625	0.140625	1	1.02157
0.015625	0.15625	1	1.02157
0.015625	0.171875	1	1.02157
0.015625	0.1875	1	1.02157
0.015625	0.203125	1	1.02157
0.015625	0.21875	1	1.02157
0.015625	0.234375	1	1.02157
0.015625	0.25	1	1.02157
0.015625	0.265625	1	1.02157
