0	6.05398e-05
1	4.14518e-05
2	5.8591e-05
3	0.000347164
4	0.00034304
5	6.53496e-05
6	0.000144354
7	3.71375e-05
8	3.43848e-05
9	4.19588e-05
10	3.97384e-05
11	8.8447e-05
12	0.000121897
13	0.000867598
14	5.26185e-05
15	2.27158e-05
16	0.000123253
17	0.000133866
18	0.000137958
19	2.51404e-05
20	3.6022e-05
21	2.14218e-05
22	0.0001203
23	3.35826e-05
24	2.5132e-05
25	0.000396341
26	0.000321834
27	4.99762e-05
28	2.9308e-05
29	1.77498e-05
30	0.000456664
31	0.000246267
32	2.13013e-05
33	4.43642e-05
34	0.00015363
35	0.000291377
36	0.000234417
37	8.01941e-05
38	1.40622e-05
39	0.00015967
40	7.83552e-05
41	0.00181728
42	4.8919e-05
43	0.000229115
44	0.000193998
45	0.000124655
46	5.0358e-05
47	7.72299e-05
48	9.83159e-05
49	0.000138611
50	0.000359556
51	0.000365741
52	0.000231997
53	9.29896e-05
54	0.000140682
55	9.78149e-05
56	0.000126704
57	0.000103552
58	7.11818e-05
59	1.99541e-05
60	3.96987e-05
61	4.89378e-05
62	0.00036094
63	0.000351684
64	1.30069e-05
65	0.000301433
66	1.8961e-05
67	0.000222696
68	1.00454e-05
69	1.82547e-05
70	3.16772e-05
71	5.85228e-05
72	6.63343e-05
73	3.0063e-05
74	5.93397e-05
75	0.000136706
76	0.000227581
77	9.30351e-05
78	7.74181e-05
79	0.000183625
80	0.000457574
81	4.86008e-05
82	9.358e-05
83	1.93819e-05
84	7.60486e-05
85	1.02798e-05
86	3.54557e-05
87	0.000170562
88	0.00128634
89	0.000319691
90	8.43164e-05
91	7.78739e-05
92	0.000233785
93	0.000126957
94	0.000758495
95	5.8248e-05
96	0.000542702
97	9.22238e-05
98	6.34713e-05
99	6.01045e-05
100	0.000153867
101	8.30122e-05
102	9.8921e-05
103	6.89632e-05
104	7.89413e-05
105	0.000110944
106	5.62251e-05
107	4.68059e-05
108	0.000309453
109	0.000159344
110	0.000271592
111	0.00013078
112	0.000533451
113	5.09116e-05
114	0.000219478
115	7.98103e-05
116	0.000132307
117	0.000195777
118	6.47129e-05
119	4.9934e-05
120	0.000142056
121	0.000310615
122	0.00180387
123	6.25575e-05
124	6.29086e-05
125	0.000188299
126	7.09619e-05
127	7.37555e-05
128	5.2289e-05
129	0.000160906
130	0.000102661
131	8.11161e-05
132	8.64765e-05
133	8.0842e-05
134	0.000511335
135	0.000570996
136	0.000215001
137	0.000121442
138	0.000756223
139	0.000217927
140	6.10988e-05
141	2.65458e-05
142	0.00372081
143	0.000144555
144	4.58992e-05
145	0.000306578
146	6.54873e-05
147	6.62899e-05
148	9.09989e-05
149	1.62837e-05
150	0.000316212
151	1.20623e-05
152	4.60439e-05
153	9.63689e-05
154	0.000100772
155	2.49594e-05
156	0.00358424
157	4.52669e-05
158	1.93084e-05
159	2.06708e-05
160	0.000289832
161	1.94522e-05
162	8.07484e-05
163	0.00152619
164	6.57103e-05
165	1.74858e-05
166	2.50814e-05
167	5.11367e-05
